,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2455,2457,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
1506,1508,Rugrats Studio Tour,PS,1999.0,Adventure,THQ,0.57,0.67,0.0,0.07,1.31
4547,4549,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43
1353,1355,Dragon Quest VII: Warriors of Eden,3DS,2013.0,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
6891,6893,Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24
8052,8054,Vietcong: Purple Haze,PS2,2004.0,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
554,555,Mario Party,N64,1998.0,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
8087,8089,Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
13013,13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05
1474,1476,The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33
13422,13424,World Fantasista,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.05,0.0,0.05
16160,16163,Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01
6815,6817,K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
8760,8762,Home Run,2600,0.0,Sports,Atari,0.14,0.01,0.0,0.0,0.15
15769,15772,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
5829,5831,Virtua Cop 2,SAT,1996.0,Shooter,Sega,0.0,0.0,0.3,0.0,0.3
10854,10856,FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.07,0.02,0.0,0.01,0.09
14130,14132,Boulder Dash: Rocks!,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03
9786,9788,Go! Sudoku,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
13377,13379,B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05
1728,1730,Mission: Impossible,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17
5805,5807,Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,Ubisoft,0.25,0.04,0.0,0.02,0.31
8269,8271,ESPN Final Round Golf 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17
15999,16002,Mortal Kombat,PC,1994.0,Fighting,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.01
7961,7963,Robin Hood: Defender of the Crown,PS2,2003.0,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19
1267,1269,Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49
1194,1196,Mafia II,X360,2010.0,Action,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55
11548,11550,Fireblade,XB,2002.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08
2135,2137,Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.35,0.0,0.1,0.97
325,326,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
7271,7273,Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
1015,1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
15916,15919,Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02
11941,11943,Damnation,X360,2009.0,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07
13951,13953,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04
11106,11108,Bakugan: Rise of the Resistance,DS,2011.0,Strategy,Activision,0.06,0.02,0.0,0.01,0.09
6335,6337,NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27
13560,13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
12945,12947,Dynamite Headdy,GEN,1993.0,Platform,Sega,0.0,0.0,0.05,0.0,0.05
11932,11934,Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07
8063,8065,LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
15221,15224,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
174,175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29
5833,5835,Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3
9829,9831,Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
10225,10227,Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11
4261,4263,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,Nintendo,0.04,0.16,0.24,0.01,0.46
11157,11159,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008.0,Misc,Ubisoft,0.07,0.01,0.0,0.01,0.09
13564,13566,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008.0,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04
2435,2437,Street Fighter Alpha 2,PS,1996.0,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85
15370,15373,Pippa Funnell: Ranch Rescue,Wii,2007.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
5692,5694,Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,0.17,0.04,0.08,0.02,0.32
6463,6465,Petz: Horsez 2,PS2,2007.0,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26
13893,13895,WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.01,0.04
9272,9274,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
10918,10920,Bogey: Dead 6,PS,1996.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
12793,12795,Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06
546,547,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
1793,1795,Resident Evil - Code: Veronica,DC,2000.0,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
1670,1672,Just Dance 2016,Wii,2015.0,Misc,Ubisoft,0.52,0.59,0.0,0.1,1.2
14468,14471,Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
4591,4593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42
272,273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
922,924,Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
14178,14180,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
10084,10086,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11
10217,10219,Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
14111,14113,Travel Coach: Europe 1,DS,2008.0,Misc,HMH Interactive,0.0,0.03,0.0,0.0,0.03
6145,6147,Polaris,2600,1982.0,Action,Tigervision,0.26,0.02,0.0,0.0,0.28
12152,12154,Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
15678,15681,50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
13361,13363,Shin Hayarigami,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
12572,12574,LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
10426,10428,My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.1
9839,9841,Fate/Extra CCC,PSP,2013.0,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12
2824,2826,XCOM: Enemy Unknown,PC,2012.0,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72
1881,1883,Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09
10364,10366,Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11
13829,13831,Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04
9376,9378,Azure Dreams,PS,1997.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
1926,1928,Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
3094,3096,Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,Disney Interactive Studios,0.38,0.22,0.0,0.06,0.65
8106,8108,Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18
11912,11914,Dave Mirra BMX Challenge,PSP,2006.0,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07
7340,7342,Big League Sports,X360,2011.0,Sports,Activision,0.18,0.02,0.0,0.01,0.21
6958,6960,Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23
6579,6581,Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26
14314,14317,BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
10346,10348,Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11
16509,16512,Trine,PC,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
197,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
15207,15210,Ballblazer Champions,PS,1997.0,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02
804,806,Ghostbusters: The Video Game (DS Version),PS3,2010.0,Action,Take-Two Interactive,0.59,0.99,0.13,0.36,2.08
10624,10626,Big League Sports,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.01,0.1
2445,2447,Ratatouille,PS2,2007.0,Action,THQ,0.31,0.0,0.0,0.53,0.85
11946,11948,Romance of the Three Kingdoms IX,PS2,2003.0,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
8805,8807,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15
6358,6360,The Penguins of Madagascar,DS,2010.0,Action,THQ,0.13,0.12,0.0,0.02,0.27
14124,14126,Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
6521,6523,Sengoku Basara: Battle Heroes,PSP,2009.0,Action,Capcom,0.0,0.0,0.26,0.0,0.26
11188,11190,Samurai Warriors 2: Xtreme Legends,PS2,2007.0,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09
10166,10168,Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
715,717,Cool Boarders 2,PS,1997.0,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25
15928,15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
3248,3250,Battlezone,2600,1982.0,Shooter,Atari,0.58,0.03,0.0,0.01,0.62
1041,1043,Game Party 3,Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71
2593,2595,Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8
15288,15291,Military History: Commander - Europe at War,PSP,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.01,0.02
437,438,Sonic Rush,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
15128,15131,Interactive Storybook DS Series 3,DS,2007.0,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
13154,13156,Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
3039,3041,Rock Band 3,Wii,2010.0,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67
9141,9143,Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14
3782,3784,Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
12422,12424,Shonen Jump's One Piece: Grand Battle,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
12727,12729,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06
15030,15033,Urakata Hakuoki,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
431,432,LEGO Batman: The Videogame,Wii,0.0,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17
10557,10559,Dark Summit,XB,2001.0,Sports,THQ,0.08,0.02,0.0,0.0,0.1
954,956,The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82
14517,14520,Tenka-bito,PS2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03
8845,8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
7030,7032,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23
3327,3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007.0,Action,Activision,0.51,0.05,0.0,0.05,0.61
4583,4585,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
6024,6026,Top Gear Overdrive,N64,1998.0,Racing,Kemco,0.23,0.06,0.0,0.0,0.29
9079,9081,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
57,58,Super Mario All-Stars,SNES,1993.0,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55
13729,13731,Gal*Gun,X360,2011.0,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04
4132,4134,Dynasty Warriors Gundam,PS3,2007.0,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48
12117,12119,Just Dance: Disney Party 2,XOne,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07
4893,4895,Bloody Roar,PS,1997.0,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39
2354,2356,Mega Man 8 Anniversary Collector's Edition,PS,1996.0,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
9413,9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
14519,14522,Petz: Dolphinz Encounter,DS,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.03
16360,16363,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16582,16585,Planet Monsters,GBA,2001.0,Action,Titus,0.01,0.0,0.0,0.0,0.01
7974,7976,Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19
13310,13312,Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
6239,6241,Puppeteer,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28
11817,11819,I-Ninja,XB,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07
4277,4279,Mad Max (2015),XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0.0,0.04,0.46
5250,5252,Toriko: Gourmet Survival!,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
2637,2639,My Little Pony: Pinkie Pie's Party,DS,2008.0,Adventure,THQ,0.72,0.0,0.0,0.06,0.78
11397,11399,Kaijuu Busters Powered,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11144,11146,The Ant Bully,Wii,2006.0,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
13664,13666,Farm Frenzy 3,PC,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04
7853,7855,Frogger's Adventures 2: The Lost Wand,GBA,2002.0,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19
16485,16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,Broccoli,0.0,0.0,0.01,0.0,0.01
15346,15349,Code R,SAT,1998.0,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02
13775,13777,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04
8990,8992,Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15
10368,10370,Tom Clancy's HAWX 2,Wii,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11
11496,11498,Gradius III and IV,PS2,2000.0,Shooter,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08
11225,11227,Monster Jam: Urban Assault,PSP,2008.0,Racing,Activision,0.08,0.0,0.0,0.01,0.09
2464,2466,ATV Quad Power Racing 2,PS2,2003.0,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84
12280,12282,Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06
8732,8734,MTV Music Generator 2,PS2,2001.0,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15
8156,8158,EyeToy: Groove,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
10954,10956,The Idolmaster: Platinum Stars,PS4,2016.0,Simulation,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
5103,5105,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37
6919,6921,Danganronpa: Trigger Happy Havoc,PSP,0.0,Misc,Unknown,0.0,0.0,0.24,0.0,0.24
14786,14789,Poy Poy,PS,1997.0,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03
12756,12758,Gintama no Sugoroku,PSP,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
42,43,Mario Kart 7,3DS,2011.0,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21
5271,5273,Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35
504,505,Colin McRae Rally,PS,1998.0,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
10986,10988,MX SuperFly featuring Ricky Carmichael,GC,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09
11628,11630,The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08
10519,10521,God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.1
10970,10972,Rapid Reload,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.09
15046,15049,Ceville,PC,2009.0,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02
1311,1313,Medal of Honor: Warfighter,PS3,2012.0,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46
1810,1812,Jampack Winter '98,PS,1998.0,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13
2959,2961,The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
720,722,Sonic Advance,GBA,2001.0,Platform,Sega,1.19,0.71,0.22,0.13,2.24
11123,11125,Crimson Sea,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09
13739,13741,Monaco Grand Prix,N64,1999.0,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04
8600,8602,Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16
951,953,Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82
10903,10905,Alien Monster Bowling League,Wii,2009.0,Sports,Destineer,0.09,0.0,0.0,0.01,0.09
5963,5965,NieR,X360,2010.0,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29
4001,4003,SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,0.06,0.5
10631,10633,Disney's Donald Duck: Goin' Quackers,N64,2000.0,Platform,Ubisoft,0.08,0.02,0.0,0.0,0.1
13565,13567,Mechanic Escape,PS3,2012.0,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04
10700,10702,Murder in Venice,DS,2011.0,Adventure,City Interactive,0.06,0.03,0.0,0.01,0.1
9185,9187,Frank Thomas Big Hurt Baseball,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
803,805,Mario Party 5,GC,2003.0,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08
11559,11561,7 Wonders of the Ancient World,PSP,2007.0,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08
14025,14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
9512,9514,Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13
9030,9032,Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14
2663,2665,Madden NFL 25,XOne,2013.0,Sports,Electronic Arts,0.67,0.05,0.0,0.05,0.77
2307,2309,Sonic Heroes,XB,2003.0,Platform,Sega,0.41,0.43,0.01,0.05,0.9
7996,7998,The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18
7699,7701,Ore no Shikabane o Koete Yuke,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2
3654,3656,F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55
10844,10846,Gundam Breaker 3,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
9579,9581,Zapper: One Wicked Cricket!,GC,2002.0,Platform,Infogrames,0.1,0.03,0.0,0.0,0.13
13430,13432,Avatar: The Game,PC,2009.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
15365,15368,Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
3822,3824,Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52
8501,8503,Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16
11662,11664,Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
10805,10807,Disney Planes Fire & Rescue,3DS,2014.0,Action,Disney Interactive Studios,0.01,0.08,0.0,0.01,0.1
13728,13730,Harley-Davidson: Road Trip,Wii,2010.0,Racing,Destineer,0.04,0.0,0.0,0.0,0.04
14116,14118,RedCard 20-03,XB,2002.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03
7335,7337,Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21
811,813,Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07
10296,10298,The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
10202,10204,"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
11366,11368,Forbidden Siren 2,PS2,2006.0,Action,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
11664,11666,Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08
3622,3624,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56
11899,11901,Monster Racers,DS,2009.0,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07
11351,11353,Pac-Man World Rally,GC,2006.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
15965,15968,Sengoku,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
11371,11373,Death Jr. and the Science Fair of Doom,DS,2007.0,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08
1042,1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71
6110,6112,VMX Racing,PS,1997.0,Racing,Playmates,0.16,0.11,0.0,0.02,0.28
9515,9517,Backyard Sports Football: Rookie Rush,Wii,2010.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
13141,13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0.0,0.0,0.05,0.0,0.05
3761,3763,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,THQ,0.49,0.0,0.0,0.04,0.53
15968,15971,IGT Slots: Lucky Larry's Lobstermania,PC,2011.0,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02
15302,15305,Spider-Man 3,PC,2007.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02
15756,15759,Turbo: Super Stunt Squad,Wii,2013.0,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02
3482,3484,NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58
3713,3715,SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54
13946,13948,Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04
