,Name,Platform,Year,Genre,Publisher,Global_Sales
9886,HardBall 5,PS,1996.0,Sports,SPS,0.12
10266,Sonic Generations,PC,2011.0,Platform,Sega,0.11
14610,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016.0,Role-Playing,Rocket Company,0.03
14485,Ducati World Racing Challenge,PS,2001.0,Racing,Acclaim Entertainment,0.03
4129,NFL Xtreme 2,PS,1999.0,Sports,989 Studios,0.48
10114,WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,0.11
4544,Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.43
11546,Wordfish,DS,2008.0,Puzzle,Ubisoft,0.08
4670,Cyber Troopers Virtual-On,SAT,1995.0,Fighting,Sega,0.42
7151,Ys Seven,PSP,2009.0,Role-Playing,Falcom Corporation,0.22
778,Tony Hawk's Pro Skater,N64,2000.0,Sports,Activision,2.11
479,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,2.97
2116,South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.98
2845,Ben 10: Protector of Earth,PSP,2007.0,Action,D3Publisher,0.72
4718,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009.0,Misc,Hudson Soft,0.41
1109,Go Vacation,Wii,2011.0,Misc,Namco Bandai Games,1.65
700,Mario Bros.,NES,1983.0,Platform,Nintendo,2.28
8144,Race Pro,X360,2009.0,Racing,Atari,0.18
12858,Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05
5894,Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.3
15674,Rogue Trooper,XB,2006.0,Shooter,Eidos Interactive,0.02
13390,Mike Tyson Heavyweight Boxing,XB,2002.0,Sports,Codemasters,0.05
5050,Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.38
9116,MX vs. ATV Reflex,DS,2009.0,Racing,THQ,0.14
16051,Battle Worlds: Kronos,PC,2016.0,Strategy,Nordic Games,0.01
9880,Everybody Dance,PS3,2011.0,Misc,Sony Computer Entertainment,0.12
8766,Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,0.15
12011,Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.07
1048,Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,1.7
12945,Dynamite Headdy,GEN,1993.0,Platform,Sega,0.05
8861,Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.15
8659,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,0.16
12607,Arcana Heart 3,PSV,2014.0,Fighting,Arc System Works,0.06
9914,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004.0,Fighting,Eidos Interactive,0.12
1296,LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,1.47
3419,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.59
8247,NBA Inside Drive 2004,XB,2003.0,Sports,Microsoft Game Studios,0.17
2119,Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.98
9059,World Championship Poker: Howard Lederer - All In,PSP,2006.0,Misc,505 Games,0.14
9931,Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.12
9477,Harvest Moon DS (jp sales),DS,2005.0,Simulation,Rising Star Games,0.13
2377,NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.87
14769,Clannad,X360,2008.0,Adventure,Prototype,0.03
16277,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.01
12384,Generator Rex: Agent of Providence,X360,2011.0,Action,Activision,0.06
4696,Grudge Warriors,PS,1999.0,Action,Take-Two Interactive,0.41
10856,Ouchi Mainichi Tamagotchi,3DS,2012.0,Action,Namco Bandai Games,0.09
6210,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.28
6370,Magical Vacation,GBA,2001.0,Role-Playing,Nintendo,0.27
5542,Despicable Me: The Game,Wii,2010.0,Platform,D3Publisher,0.33
9909,Etrian Odyssey V,3DS,2016.0,Role-Playing,Atlus,0.12
1135,Rage,X360,2011.0,Shooter,Bethesda Softworks,1.62
1766,Kaboom!,2600,1980.0,Misc,Activision,1.15
2734,Mega Man X5,PS,2000.0,Platform,Capcom,0.75
276,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,4.17
2468,Rocket Power: Team Rocket Rescue,PS,2001.0,Sports,THQ,0.84
10893,Uta no Prince-Sama: Debut,PSP,2012.0,Adventure,Broccoli,0.09
2071,NBA Live 97,PS,1996.0,Sports,Electronic Arts,1.0
12119,Sega Soccer Slam,GC,2002.0,Sports,Sega,0.07
13759,Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.04
6411,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014.0,Adventure,Activision,0.27
14828,Dream Girl Premier,3DS,2015.0,Misc,Alchemist,0.03
4186,Bomberman Hero,N64,1998.0,Platform,Nintendo,0.47
11518,Goblin Commander: Unleash the Horde,XB,2003.0,Strategy,Jaleco,0.08
12803,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0.06
9738,O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,Psygnosis,0.12
4959,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.39
12863,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.05
11446,ToraDora Portable!,PSP,2009.0,Adventure,Namco Bandai Games,0.08
7833,Armored Core: For Answer,PS3,2008.0,Simulation,Ubisoft,0.19
8092,Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,Genki,0.18
9155,Bio FREAKS,N64,1998.0,Action,GT Interactive,0.14
10708,Real Bout Garou Densetsu,SAT,1996.0,Fighting,SNK,0.1
746,Yu-Gi-Oh: Duel Monsters 4,GB,2000.0,Role-Playing,Konami Digital Entertainment,2.18
16085,Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,0.01
16310,Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,0.01
11169,ShellShock 2: Blood Trails,X360,2009.0,Shooter,Eidos Interactive,0.09
9338,Bio FREAKS,PS,1998.0,Action,GT Interactive,0.13
2182,Kessen,PS2,2000.0,Strategy,Electronic Arts,0.95
11756,Futurama,PS2,2003.0,Platform,SCi,0.07
12437,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,Sega,0.06
8205,Castlevania Judgment,Wii,2008.0,Fighting,Konami Digital Entertainment,0.18
5443,Transformers: Revenge of the Fallen (DS Versions),DS,2009.0,Action,Activision,0.33
13955,Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.04
12002,Tales of Rebirth,PSP,2008.0,Role-Playing,Namco Bandai Games,0.07
2189,WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.95
14220,Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.03
12402,Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.06
11851,Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,0.07
7889,Brunswick Pro Bowling,PS3,2010.0,Sports,505 Games,0.19
1703,Just Dance 4,X360,2012.0,Misc,Ubisoft,1.19
4053,WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.49
14337,Rampo,SAT,1995.0,Adventure,Sega,0.03
178,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,5.24
12905,Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.05
10735,MTX Mototrax,XB,2004.0,Racing,Activision,0.1
14719,Saka Agari Hurricane Portable,PSP,2011.0,Adventure,Alchemist,0.03
1395,Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,1.39
8776,Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.15
11792,The Sims 3: Barnacle Bay,PC,2011.0,Simulation,Electronic Arts,0.07
1343,Dead Space 2,PS3,2011.0,Shooter,Electronic Arts,1.44
15567,Mary King's Riding School 2,Wii,2009.0,Simulation,Midas Interactive Entertainment,0.02
1534,Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.29
7446,Rollcage,PS,1999.0,Racing,Psygnosis,0.21
4868,SD Gundam G Generation Seed,PS2,2004.0,Strategy,Namco Bandai Games,0.4
10648,Cate West: The Vanishing Files,DS,2008.0,Adventure,Oxygen Interactive,0.1
5238,U-Sing,Wii,2009.0,Misc,Mindscape,0.36
10256,Tyco RC: Assault with a Battery,PS,1999.0,Racing,Syscom,0.11
13084,Lips: Deutsche Partyknaller,X360,2009.0,Misc,Microsoft Game Studios,0.05
3926,Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,Electronic Arts,0.51
2911,Kill.Switch,PS2,2003.0,Shooter,Sony Computer Entertainment,0.7
5191,Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,0.36
2333,Classic NES Series: The Legend of Zelda,GBA,2004.0,Adventure,Nintendo,0.89
15120,Franklin's Great Adventures,DS,2006.0,Action,Game Factory,0.02
12181,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.07
9444,The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.13
6596,LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,LucasArts,0.26
15293,Moujuutsukai to Oujisama: Snow Bride,PS2,2011.0,Adventure,Idea Factory,0.02
11236,Just Dance Wii U,WiiU,2014.0,Misc,Nintendo,0.09
14592,Grid Runner,PS,1996.0,Action,Virgin Interactive,0.03
2205,The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,0.94
2861,Omerta: City of Gangsters,X360,2011.0,Simulation,Konami Digital Entertainment,0.71
7919,CSI: Fatal Conspiracy,PS3,2010.0,Adventure,Ubisoft,0.19
9277,Pet Pals: Animal Doctor,Wii,2008.0,Simulation,JoWood Productions,0.14
308,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,3.89
15955,"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,5pb,0.02
10023,Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.11
14072,Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.04
7783,Mystery Tales of Time Travel,DS,2010.0,Puzzle,Foreign Media Games,0.19
9296,Wild Earth: African Safari,Wii,2008.0,Simulation,Majesco Entertainment,0.14
1858,The Final Fantasy Legend,GB,1989.0,Role-Playing,SquareSoft,1.1
4623,Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.42
14542,Disney's Aladdin,GBA,2003.0,Platform,Capcom,0.03
797,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,2.09
14409,Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.03
13890,100 Classic Games,DS,2011.0,Misc,Rondomedia,0.04
5386,WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.34
13230,Koihime Musou,PS2,2008.0,Adventure,Yeti,0.05
8807,GoldenEye 007 (2010),DS,2010.0,Action,Activision,0.15
3977,Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,0.5
11235,Petz: Saddle Club,PSP,2009.0,Simulation,Ubisoft,0.09
7045,The King of Fighters '95 (CD),NG,1994.0,Fighting,SNK,0.23
10816,Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.1
8132,American Chopper 2: Full Throttle,PS2,2005.0,Racing,Zoo Digital Publishing,0.18
1818,Supercar Street Challenge,PS2,2001.0,Racing,Activision,1.12
5479,Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.33
15434,Horrid Henry: Missions of Mischief,Wii,2010.0,Adventure,SouthPeak Games,0.02
760,FIFA 15,XOne,2014.0,Sports,Electronic Arts,2.15
13788,Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.04
11161,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,Activision,0.09
10596,[Prototype 2],PC,2012.0,Action,Activision,0.1
16081,Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01
5276,SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.35
10375,Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.11
8578,NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.16
3709,Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,Level 5,0.54
1584,Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,1.25
6037,Heroes of the Pacific,PS2,2005.0,Simulation,Codemasters,0.29
10981,Driver: Renegade,3DS,2011.0,Racing,Ubisoft,0.09
2509,Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,LucasArts,0.82
4921,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.39
11811,Big Mutha Truckers 2,XB,2005.0,Racing,Empire Interactive,0.07
5723,Barbie as The Island Princess,DS,2007.0,Adventure,Activision,0.31
4722,SpongeBob SquigglePants,Wii,2011.0,Misc,THQ,0.41
8843,Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.15
14228,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,D3Publisher,0.03
7174,Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.22
16090,Honda ATV Fever,DS,2010.0,Racing,Storm City Games,0.01
13618,Bloody Roar Extreme,XB,2003.0,Fighting,Hudson Soft,0.04
9964,Thousand Arms,PS,1998.0,Role-Playing,Atlus,0.12
15248,Brave: The Video Game,DS,2012.0,Action,Disney Interactive Studios,0.02
10666,Indigo Prophecy,XB,2005.0,Adventure,Atari,0.1
6106,Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,Activision,0.28
4702,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.41
6918,Risen 2: Dark Waters,PS3,2012.0,Role-Playing,Deep Silver,0.24
18,Super Mario World,SNES,1990.0,Platform,Nintendo,20.61
3806,F1 2009,PSP,2009.0,Racing,Codemasters,0.53
5335,EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.35
16518,Crossroad Crisis,PS,2000.0,Puzzle,Success,0.01
6801,Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision Value,0.24
5062,Petz Rescue: Wildlife Vet,DS,2008.0,Simulation,Ubisoft,0.38
15461,AIR,PSP,2007.0,Adventure,Prototype,0.02
8831,Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.15
14407,Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.03
9818,Rocket: Robot on Wheels,N64,1999.0,Platform,Ubisoft,0.12
12966,Code Lyoko,DS,2007.0,Action,Game Factory,0.05
4483,Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.44
4097,The Legend of the Mystical Ninja,SNES,1991.0,Adventure,Konami Digital Entertainment,0.48
1074,NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,1.68
11047,Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,0.09
9107,Yu-Gi-Oh! Monster Capture GB,GB,2000.0,Role-Playing,Konami Digital Entertainment,0.14
1226,Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,Electronic Arts,1.53
5039,EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.38
9021,Adrenalin Misfits,X360,2010.0,Racing,Konami Digital Entertainment,0.14
13368,Mafia,PC,2002.0,Action,Take-Two Interactive,0.05
11338,Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,0.08
9893,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011.0,Action,THQ,0.12
7016,The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.23
328,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,3.76
15757,Hurry Up Hedgehog!,DS,2009.0,Racing,O-Games,0.02
13518,Dead Head Fred,PSP,2007.0,Action,D3Publisher,0.04
8090,Spider-Man: Friend or Foe,PSP,2007.0,Action,Activision,0.18
7323,Crash 'N' Burn,PS2,2004.0,Racing,Eidos Interactive,0.21
15345,Casper's Scare School: Spooky Sports Day,Wii,2009.0,Sports,Blast! Entertainment Ltd,0.02
11890,Eiken DS,DS,2007.0,Misc,Rocket Company,0.07
13483,Tom Clancy's HAWX,PC,2009.0,Action,Ubisoft,0.04
6278,Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,0.27
7089,Disney Princess: Enchanted Journey,PS2,2007.0,Adventure,Disney Interactive Studios,0.23
11217,Theme Hospital,PS,1998.0,Strategy,Electronic Arts,0.09
12125,DefCon 5,PS,1995.0,Shooter,Psygnosis,0.07
13062,Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,0.05
13627,Pocket Pool,PSP,2007.0,Action,Conspiracy Entertainment,0.04
12066,Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.07
5134,Kotoba no Puzzle: Mojipittan DS,DS,2007.0,Puzzle,Namco Bandai Games,0.37
7572,Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.2
15659,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006.0,Misc,Yamasa Entertainment,0.02
5493,Extra Bases,GB,1990.0,Sports,Namco Bandai Games,0.33
6748,Hasbro Family Game Night 3,PS3,2010.0,Misc,Electronic Arts,0.25
12827,Worms World Party,GBA,2002.0,Strategy,Ubisoft,0.05
5422,Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.34
14879,Ocean Commander,Wii,2009.0,Simulation,Valcon Games,0.03
16056,Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,Prototype,0.01
7797,Descent,PS,1996.0,Shooter,Interplay,0.19
5122,Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,0.37
3358,Half-Life,PS2,2001.0,Shooter,Vivendi Games,0.6
7436,Just Dance: Greatest Hits,Wii,2012.0,Misc,Ubisoft,0.21
7943,Crash & Spyro Superpack,GBA,2005.0,Platform,Vivendi Games,0.19
13661,Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04
16048,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016.0,Misc,Namco Bandai Games,0.01
7013,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.23
2835,Tiger Woods PGA Tour 07,PS2,2006.0,Sports,Electronic Arts,0.72
277,Excitebike,NES,1984.0,Racing,Nintendo,4.16
1877,NFL 2K1,DC,2000.0,Sports,Sega,1.09
8243,Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,Sony Computer Entertainment,0.17
11974,Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,Electronic Arts,0.07
6292,R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.27
5605,Bigfoot: Collision Course,Wii,2008.0,Racing,Zoo Digital Publishing,0.32
8433,Fracture,PS3,2008.0,Shooter,LucasArts,0.17
8475,Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.16
12217,Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.07
7897,Phantasy Star Universe,PS2,2006.0,Role-Playing,Sega,0.19
94,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,7.6
5172,Resident Evil Zero,PS4,2016.0,Action,Capcom,0.36
5354,The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.34
8452,Anarchy Reigns,X360,2012.0,Action,Sega,0.17
7966,Sega GT 2002,XB,2002.0,Racing,Sega,0.19
12239,Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,0.07
144,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,6.03
7338,College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.21
11267,Koudelka,PS,1999.0,Role-Playing,Atari,0.08
13038,Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.05
13763,One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,0.04
9833,Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.12
4532,Mischief Makers,N64,1997.0,Platform,Nintendo,0.43
405,Mario Party 9,Wii,2012.0,Misc,Nintendo,3.32
10862,Terranigma,SNES,1995.0,Role-Playing,Nintendo,0.09
13799,Sacred Blaze,PS2,2009.0,Strategy,Flight-Plan,0.04
5752,Lord of Arcana,PSP,2010.0,Role-Playing,Square Enix,0.31
5434,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.34
8225,Sports Illustrated for Kids: Baseball,GBA,2001.0,Sports,BAM! Entertainment,0.17
12232,Chocolatier,DS,2010.0,Misc,Zoo Games,0.07
6637,Scrabble,DS,2009.0,Misc,Ubisoft,0.25
9789,My Chinese Coach,DS,2008.0,Misc,Ubisoft,0.12
13225,Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.05
12927,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.05
9488,The History Channel: Great Battles - Medieval,X360,2010.0,Strategy,Slitherine Software,0.13
14424,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.03
13520,Hyperdimension Neptunia mk2,PSV,2014.0,Action,Compile Heart,0.04
16442,Colin McRae Rally 2005 plus,PSP,2005.0,Racing,Codemasters,0.01
683,Mario Tennis,N64,2000.0,Sports,Nintendo,2.32
643,Minecraft,XOne,2014.0,Misc,Microsoft Game Studios,2.41
11329,Gundam Seed: Battle Assault,GBA,2004.0,Fighting,Namco Bandai Games,0.08
11743,AKB1/149: Love Election,PSV,2012.0,Adventure,Namco Bandai Games,0.07
14361,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03
9051,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,0.14
6837,Metro 2033,PC,2010.0,Shooter,THQ,0.24
6903,Lunar: Silver Star Harmony,PSP,2009.0,Role-Playing,GungHo,0.24
9874,Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.12
3867,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.52
6398,Family Feud: 2010 Edition,DS,2009.0,Misc,Ubisoft,0.27
8500,Curious George,GBA,2006.0,Action,Namco Bandai Games,0.16
8333,Fairytale Fights,X360,2009.0,Action,Playlogic Game Factory,0.17
12421,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,Namco Bandai Games,0.06
1105,Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,Atari,1.66
334,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,3.7
7415,Gex 3: Deep Cover Gecko,N64,1999.0,Platform,Crave Entertainment,0.21
16506,Samurai Shodown: Warrios Rage,PS,1999.0,Fighting,SNK,0.01
9682,Clock Tower: The First Fear,PS,1997.0,Adventure,Human Entertainment,0.12
1675,TwinBee,NES,1986.0,Shooter,Konami Digital Entertainment,1.2
13158,Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,0.05
5526,SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.33
10242,AKB48+Me,3DS,2012.0,Action,Unknown,0.11
10789,Ballistic: Ecks vs. Sever,GBA,2002.0,Shooter,BAM! Entertainment,0.1
9876,Akuji the Heartless,PS,1998.0,Platform,Eidos Interactive,0.12
3615,Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,0.56
15745,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.02
8525,Dancing With The Stars,PS2,2007.0,Misc,Activision,0.16
5935,Wanted: Weapons of Fate,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.3
9357,Pro Yaky? Spirits 6,PS2,2009.0,Sports,Konami Digital Entertainment,0.13
15910,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010.0,Adventure,Idea Factory,0.02
5136,Bionic Commando,PS3,2009.0,Platform,Capcom,0.37
11136,Little League World Series Baseball: Double Play,Wii,2010.0,Sports,Activision,0.09
16251,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,Takara Tomy,0.01
7562,Rocket Power: Zero Gravity Zone,GBA,2003.0,Sports,THQ,0.2
2712,Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.76
9632,Aikatsu! 365 Idol Days,3DS,2014.0,Adventure,Namco Bandai Games,0.13
10756,Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.1
5008,Skate,PS3,2007.0,Sports,Electronic Arts,0.38
1924,Championship Manager 99/00,PC,1999.0,Sports,Eidos Interactive,1.07
2669,Boxing,2600,1980.0,Fighting,Activision,0.77
10918,Bogey: Dead 6,PS,1996.0,Simulation,Sony Computer Entertainment,0.09
404,Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,3.33
4260,American Girl: Kit Mystery Challenge!,DS,2008.0,Adventure,THQ,0.46
11647,Urban Reign,PS2,2005.0,Action,Namco Bandai Games,0.08
14497,N+,PSP,2007.0,Platform,Atari,0.03
12358,Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,Square Enix,0.06
4739,Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.41
13725,Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.04
12526,Syndicate,PC,1992.0,Strategy,Electronic Arts,0.06
5833,Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.3
12055,River City Ransom EX,GBA,2004.0,Action,Atlus,0.07
3048,The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,Electronic Arts,0.67
9011,Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.14
4920,Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,0.39
4284,The Golden Compass,X360,2007.0,Action,Sega,0.46
221,FIFA 17,PS4,2016.0,Sports,Electronic Arts,4.77
1325,Dragon Ball Z,SNES,1993.0,Fighting,Namco Bandai Games,1.45
7466,Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.21
12163,Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.07
1753,Sega Rally Championship,SAT,1995.0,Racing,Sega,1.16
8714,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.16
7916,Dynasty Warriors Gundam,X360,2007.0,Action,Namco Bandai Games,0.19
8971,Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.15
5636,Peppa Pig: Theme Park Fun,DS,2011.0,Misc,P2 Games,0.32
4248,Sid Meier's Civilization Revolution,DS,2008.0,Strategy,Take-Two Interactive,0.46
2,Mario Kart Wii,Wii,2008.0,Racing,Nintendo,35.82
10747,Famicom Mini: Mappy,GBA,2004.0,Platform,Nintendo,0.1
15785,Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.02
8793,Darksiders,PC,2010.0,Action,THQ,0.15
3787,FIFA 12,PSP,2011.0,Sports,Electronic Arts,0.53
6555,Avatar: The Last Airbender - The Burning Earth,Wii,2007.0,Action,THQ,0.26
509,F-Zero,SNES,1990.0,Racing,Nintendo,2.85
4283,Skylanders: SuperChargers,X360,2015.0,Action,Activision,0.46
1124,Viva Pinata,X360,2006.0,Simulation,Microsoft Game Studios,1.63
